Date,Open,High,Low,Close,Adj Close,Volume
2008-05-26,589.478027,608.145020,492.213989,496.242004,487.027252,3201545
2008-05-27,496.144012,600.236023,482.488007,544.922974,534.804260,4426776
2008-05-28,554.109009,653.927002,554.109009,629.710022,618.016846,4670668
2008-05-29,645.133972,690.671997,597.338013,621.309998,609.772888,4603025
2008-05-30,631.133972,656.284973,577.982971,632.705994,620.957275,3112248
2008-06-02,638.601013,686.742004,611.091980,674.903015,662.370789,2287515
2008-06-03,660.215027,677.703003,621.456970,660.263977,648.003601,2340427
2008-06-04,662.179993,662.179993,556.664001,588.445984,577.519165,2883289
2008-06-05,592.424988,628.580017,562.263977,620.768982,609.241943,1368715
2008-06-06,628.039001,631.625000,597.387024,619.835999,608.326172,808908
2008-06-09,609.127014,636.635986,569.828979,618.853027,607.361572,771930
2008-06-10,607.161987,663.163025,607.161987,657.513000,645.303589,955944
2008-06-11,660.215027,670.039978,629.856995,642.039978,630.118042,764114
2008-06-12,617.968994,627.254028,590.460022,595.273987,584.220337,421716
2008-06-13,596.354980,613.547974,562.705994,570.614990,560.019287,466698
2008-06-16,584.565002,607.161987,576.950989,603.281006,592.078674,505300
2008-06-17,599.302002,615.021973,594.487976,600.333984,589.186340,253292
2008-06-18,604.215027,606.375977,574.838989,581.568970,570.769775,144928
2008-06-19,569.828979,614.039001,567.913025,601.119995,589.957886,476392
2008-06-20,592.424988,607.408020,522.669983,545.218018,535.093872,294517
2008-06-23,541.336975,565.799988,540.354980,555.484985,545.170288,524185
2008-06-24,555.583008,561.968994,527.583008,539.520020,529.501648,299723
2008-06-25,532.494995,621.408020,530.530029,566.979004,556.450806,126482
2008-06-26,567.864014,589.478027,567.864014,579.898987,569.130859,136858
2008-06-27,574.741028,574.741028,540.354980,552.143982,542.827393,174019
2008-06-30,555.091980,560.004028,510.881012,528.418030,519.501709,107260
2008-07-01,525.617981,527.484009,493.834991,508.670013,500.086884,87566
2008-07-02,502.039001,520.705017,486.319000,513.385986,504.723267,229338
2008-07-03,486.515991,504.838989,438.178009,470.109009,462.176514,296687
2008-07-04,463.084015,491.231995,439.161011,490.937012,482.653076,100469
2008-07-07,485.975006,534.460022,485.975006,512.648987,503.998749,429729
2008-07-08,467.455994,508.915985,467.455994,501.989990,493.519623,240499
2008-07-09,540.354980,540.354980,503.020996,508.964996,500.376892,92666
2008-07-10,505.967987,510.733002,491.231995,497.911987,489.510406,85217
2008-07-11,510.782990,510.881012,458.466003,470.550995,462.611084,46581
2008-07-14,489.266998,489.266998,447.020996,453.799988,446.142731,80460
2008-07-15,439.161011,454.880005,428.403015,440.635010,433.199890,53488
2008-07-16,432.283997,444.023987,410.178009,417.497986,410.453247,274172
2008-07-17,431.300995,431.300995,407.820007,414.354004,407.362366,398469
2008-07-18,398.240997,420.493988,381.244995,403.497986,396.689484,169910
2008-07-21,403.791992,414.205994,400.942993,403.497986,396.689484,111003
2008-07-22,395.294006,417.497986,395.294006,412.634003,405.671356,127250
2008-07-23,425.406006,442.058990,420.542999,430.170990,422.912415,533608
2008-07-24,431.300995,472.072998,431.300995,443.484009,436.000824,149485
2008-07-25,428.354004,447.020996,428.354004,438.424011,431.026215,39756
2008-07-28,429.335999,444.072998,424.472992,428.403015,421.174255,15449
2008-07-29,427.371002,427.371002,418.528992,422.312012,415.186096,54942
2008-07-30,401.238007,434.739990,401.238007,429.877014,422.623444,14589
2008-07-31,421.476990,439.161011,421.476990,434.886993,427.548859,14121
2008-08-01,422.459015,442.010010,415.582001,435.230988,427.887085,24031
2008-08-04,423.687012,446.971985,423.687012,444.712006,437.208130,12404
2008-08-05,444.712006,466.670013,430.319000,459.694000,451.937286,15954
2008-08-06,456.845001,488.283997,456.845001,473.743988,465.750214,47104
2008-08-07,486.319000,525.617981,461.904999,506.263000,497.720520,129572
2008-08-08,501.056000,520.705017,496.144012,508.424988,499.845978,41444
2008-08-11,525.617981,581.617981,518.739990,531.020996,522.060669,239836
2008-08-12,540.354980,540.354980,503.511993,514.515991,505.834229,55355
2008-08-13,509.653015,545.267029,501.056000,534.557983,525.538025,78403
2008-08-14,525.617981,539.814026,515.793030,519.674011,510.905151,28169
2008-08-18,495.161011,518.739990,495.161011,510.045990,501.439667,53515
2008-08-19,493.196014,540.255981,493.196014,531.218018,522.254456,184901
2008-08-20,541.434998,541.434998,513.926025,522.325989,513.512512,30422
2008-08-21,507.441986,536.424988,507.441986,518.838989,510.084259,27536
2008-08-22,514.810974,520.411011,508.424988,513.239014,504.578827,24642
2008-08-25,520.705017,531.463013,511.863007,520.508972,511.726074,31102
2008-08-26,511.028015,538.341003,511.028015,518.346985,509.600555,49849
2008-08-27,544.234985,544.234985,503.020996,510.585999,501.970520,44835
2008-08-28,501.546997,540.354980,501.546997,534.705994,525.683594,71099
2008-08-29,540.354980,548.213989,523.062988,527.877014,518.969788,50107
2008-09-01,523.062988,535.442017,520.705017,524.783020,515.928040,9840
2008-09-02,525.617981,533.083984,523.997009,526.697998,517.810730,18355
2008-09-04,520.705017,529.351013,511.960999,516.971985,508.248810,34472
2008-09-05,510.979004,534.460022,510.881012,515.744019,507.041504,34724
2008-09-08,535.442017,535.442017,508.915985,512.697998,504.046875,39370
2008-09-09,510.881012,518.739990,506.459991,513.041992,504.385132,73444
2008-09-10,503.020996,530.333984,496.144012,511.420990,502.791504,70203
2008-09-11,510.881012,513.828003,464.704987,470.697998,462.755554,48360
2008-09-12,472.565002,480.424011,445.153992,461.070007,453.290070,24127
2008-09-15,442.108002,446.872986,402.319000,435.721985,428.369720,17507
2008-09-16,413.567993,413.567993,381.244995,396.128998,389.444885,285813
2008-09-17,397.898010,416.416992,384.683014,395.097992,388.431244,57183
2008-09-18,388.072998,388.072998,344.845001,366.704010,360.516388,42701
2008-09-19,383.110992,383.110992,356.045013,368.178009,361.965515,145429
2008-09-22,368.424011,386.598999,368.424011,383.259003,376.792023,88841
2008-09-23,369.406006,379.868988,369.406006,377.217010,370.851990,16762
2008-09-24,367.441010,387.089996,367.441010,382.276001,375.825562,12622
2008-09-25,371.371002,394.950012,371.371002,389.153992,382.587585,30896
2008-09-26,377.658997,390.037994,370.437988,373.778015,367.470978,11202
2008-09-29,369.996002,378.247986,366.261993,370.191986,363.945496,36197
2008-09-30,334.135986,383.161011,334.036987,379.868988,373.459259,29480
2008-10-01,371.862000,380.164001,354.669006,357.468994,351.437225,17633
2008-10-03,360.563995,369.110992,332.808990,343.862000,338.059753,72878
2008-10-06,334.036987,336.984985,296.015991,308.002014,302.804871,39925
2008-10-07,309.476013,322.149994,275.433990,287.222992,282.376495,14016
2008-10-08,286.878998,289.826996,231.860992,238.738998,234.710602,20357
2008-10-10,196.738007,226.949005,192.022003,192.022003,188.781891,135272
2008-10-13,210.246994,210.246994,172.815002,181.755997,178.689102,45193
2008-10-14,189.615005,192.317001,181.067993,186.128006,182.987320,35353
2008-10-15,176.843002,182.639999,169.033005,171.095993,168.208984,25522
2008-10-16,167.018997,167.903000,159.158997,161.959000,159.226181,70579
2008-10-17,162.106003,167.018997,147.369003,155.621994,152.996109,74740
2008-10-20,157.194000,159.110001,148.352005,152.281998,149.712433,344949
2008-10-21,150.710007,162.106003,144.520004,147.761993,145.268723,79318
2008-10-22,141.475006,152.281998,141.475006,147.270996,144.785995,22075
2008-10-23,138.772995,141.966003,137.544998,138.182999,135.851349,26848
2008-10-24,133.615005,144.421997,124.379997,124.379997,122.281250,33589
2008-10-27,122.857002,122.857002,111.952003,111.952003,110.062958,3766
2008-10-29,117.994003,117.994003,109.838997,111.903000,110.014786,33645
2008-10-31,116.126999,117.502998,106.351997,114.603996,112.670212,58482
2008-11-03,117.896004,120.351997,114.947998,117.945000,115.954842,3086797
2008-11-04,123.838997,123.838997,115.931000,120.204002,118.175713,74845
2008-11-05,123.790001,125.952003,121.824997,122.807999,120.735779,64509
2008-11-06,121.824997,123.790001,118.190002,119.860001,117.837524,127129
2008-11-07,116.224998,125.853996,116.224998,125.853996,123.730362,33691
2008-11-10,127.818001,132.190002,127.818001,131.011002,128.800369,42206
2008-11-11,129.684998,137.593994,129.684998,137.593994,135.272293,9873
2008-11-12,133.615005,143.440002,133.615005,138.134003,135.803192,89598
2008-11-14,139.509995,142.358994,132.632996,134.548004,132.277710,30544
2008-11-17,128.703003,134.597000,127.818001,128.210999,126.047615,21171
2008-11-18,121.875000,127.622002,121.824997,121.924004,119.866699,8036
2008-11-19,120.843002,120.843002,115.832001,117.257004,115.278450,112020
2008-11-20,111.608002,115.931000,111.411003,115.931000,113.974831,48755
2008-11-21,109.938004,115.931000,109.938004,111.754997,109.869286,50634
2008-11-24,108.168999,112.787003,106.695000,107.087997,105.281036,99444
2008-11-25,106.597000,110.527000,101.734001,101.734001,100.017380,185656
2008-11-26,96.969101,101.095001,96.674400,96.674400,95.043144,44405
2008-11-27,null,null,null,null,null,null
2008-11-28,95.298897,96.969101,91.860298,93.874298,92.290314,192077
2008-12-01,93.334000,98.590202,89.305901,91.418198,89.875641,171569
2008-12-02,91.467300,91.467300,86.849701,89.158501,87.654068,13603
2008-12-03,86.604103,92.351501,86.604103,90.042702,88.523361,3875664
2008-12-04,89.404099,94.562103,89.404099,93.383102,91.807396,323010
2008-12-05,92.351501,98.049797,92.351501,98.049797,96.395348,30739
2008-12-08,102.961998,102.961998,102.961998,102.961998,101.224655,7329
2008-12-10,108.120003,108.120003,103.158997,107.431999,105.619240,366251
2008-12-11,108.070999,108.070999,103.355003,105.810997,104.025574,27919
2008-12-12,100.702003,108.070999,100.702003,104.042999,102.287415,38677
