DATE,OPEN,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
3/8/2021,1031.9,1042.55,1024,1039.35,195377,5158
2/8/2021,1035,1038.85,1023.1,1035.25,228608,12815
30-07-2021,1007.4,1049.85,1007.4,1025.45,501119,17756
29-07-2021,989,1009.2,987.75,1007.6,201550,6974
28-07-2021,992.85,994.35,977.4,982.65,166340,5417
27-07-2021,1002,1002,983.9,992.8,248612,6644
26-07-2021,993,1003.75,988,1000,175387,9141
23-07-2021,983.2,1003.65,983.2,994.25,373525,11541
22-07-2021,972.1,981,972.1,978.6,142428,6079
20-07-2021,991,1008,969.5,977.3,570227,22111
19-07-2021,1008,1017.8,992.4,1000.2,869686,16213
16-07-2021,1040,1049.05,998.45,1004.9,680060,28626
15-07-2021,992.1,1052.25,991.2,1040,1232329,51473
14-07-2021,965,992.7,965,989.5,338234,12548
13-07-2021,979.3,981.3,964.15,969.2,253152,9587
12/7/2021,977.85,982.85,974.6,979.05,723610,9032
9/7/2021,969,979.05,966.85,976.85,249053,6720
8/7/2021,979,982,970,976.9,219270,6191
7/7/2021,970,977,960.15,975.4,139176,9378
6/7/2021,980,982.1,970.25,972.1,220416,9883
5/7/2021,987.6,994.35,978.1,980.55,305606,11616
2/7/2021,984.7,987.45,977,984.9,167282,9174
1/7/2021,985.5,987.75,975.3,985.65,163818,8393
30-06-2021,982.5,990.55,981.05,984.4,235744,7501
29-06-2021,985.55,993.85,981,983.7,166194,6940
28-06-2021,995.5,1000,984.5,985.55,56289,3382
25-06-2021,994.9,1010,989,995.5,268130,13094
24-06-2021,975.7,994.5,969.8,990.7,147997,5776
23-06-2021,984.8,984.8,971.1,972.7,1470652,5544
22-06-2021,981.75,988,976.75,981.45,135691,3934
21-06-2021,972,983.35,961.55,981.75,89833,3828
18-06-2021,991.7,997.15,970.15,975.2,164967,6557
17-06-2021,978,989,978,986.35,102053,4458
16-06-2021,985,985.5,974,979.1,72666,4619
15-06-2021,985.05,993,983.3,985.4,1456362,3974
14-06-2021,980,988,975.5,984.15,200215,11186
11/6/2021,975,990,970.45,983.45,288266,8645
10/6/2021,980,981.55,966.4,968.5,235791,10079
9/6/2021,972,985.25,965,971.85,838492,13307
8/6/2021,950,971.75,950,967.05,599123,23744
7/6/2021,936.95,951.8,936.95,949.65,409206,13311
4/6/2021,939.85,944.25,935.15,936.95,351108,13910
3/6/2021,946.45,949.35,937,939.85,191101,6921
2/6/2021,950.6,950.6,937.2,943.45,118795,4138
1/6/2021,948,952.3,942.4,950.55,118615,4371
31-05-2021,940.5,946.95,925.95,945.2,371707,12049
28-05-2021,941.65,949.15,937.95,943.65,138364,4557
27-05-2021,950,956.5,935.7,941.35,335272,7536
26-05-2021,940,948.45,932.35,945.55,352611,14862
25-05-2021,938,943.6,935.35,940.8,209630,6502
24-05-2021,933,938.75,928.05,932.55,129862,4727
21-05-2021,924.6,934.45,923,930.65,350187,11335
20-05-2021,930,934.45,922.05,924.6,332227,13152
19-05-2021,930,941.4,925.95,931.8,282532,6641
18-05-2021,930,939.4,924.75,931.55,204422,7086
17-05-2021,917.3,927,910.85,921.9,235173,6647
14-05-2021,910,912,896.5,910.3,247247,13754
12/5/2021,907.15,909.1,895.3,906.25,293753,7333
11/5/2021,909.95,912.45,904.8,907.15,367764,16996
10/5/2021,917,921.55,910.25,914,87610,4434
7/5/2021,920,921.1,914.35,916.25,109566,4155
6/5/2021,911.75,923.6,901.25,915.7,353953,15640
5/5/2021,906,911.85,900.5,909.7,197107,9655
4/5/2021,917,917,899.5,901.25,145529,6396
3/5/2021,899.5,910,891.25,907.4,399788,19403
30-04-2021,905,915,895.75,899.5,954733,31482
29-04-2021,930.7,930.7,907.65,909.75,265381,13901
28-04-2021,929,935.45,921.75,923.8,292318,19217
27-04-2021,930.1,937.5,923.2,928.95,167473,7220
26-04-2021,944,949,923.5,928.4,648120,38008
23-04-2021,967.5,974.55,950.15,955.8,194859,6726
22-04-2021,960,971.85,955.2,961.15,453168,12528
20-04-2021,1006.85,1006.85,957,961.4,526037,26838
19-04-2021,984.6,1028.1,984.6,996.85,264594,7148
16-04-2021,1010,1016.8,994.75,1012.55,157809,5050
15-04-2021,972,995,959.05,991.4,257851,8925
13-04-2021,1015,1020.4,972.4,981.85,254454,9683
12/4/2021,1043,1043,1001.2,1009.05,215430,7496
9/4/2021,1037.5,1054.9,1034.65,1044.95,171269,4860
8/4/2021,1050,1054.55,1032,1037.45,671096,4725
7/4/2021,1028.5,1045,1024.5,1037.1,220053,9534
6/4/2021,1036,1040.95,1020.5,1028.5,176503,5748
5/4/2021,1005,1040,1002.6,1033.45,369660,11952
1/4/2021,993,1013.25,992.25,1002.6,309296,11664
31-03-2021,997,999.35,978.9,983.45,327535,9593
30-03-2021,964,1000,963.2,996.35,345182,13537
26-03-2021,963,975,954,958.85,296365,7644
25-03-2021,967.15,974,950.15,957.25,286078,12676
24-03-2021,976.9,984.8,967.45,975.9,239279,5104
23-03-2021,980.1,993,971.8,980.75,196718,5207
22-03-2021,961,982,941.4,977.6,326483,8886
19-03-2021,944.85,969,937.55,960.75,567521,17220
18-03-2021,994,1000.35,932.3,948.3,804722,23281
17-03-2021,1012,1023.9,982.85,987.5,410258,11223
16-03-2021,992.8,1018.7,990.25,1006.35,347153,9184
15-03-2021,951.15,994,951.15,992.15,530987,15757
12/3/2021,990,1002.5,973.75,980,477323,10007
10/3/2021,984,995,979.65,987.95,296924,9600
9/3/2021,962.15,976.7,949.25,973,375491,12977
8/3/2021,951.15,973,944.5,962.15,253956,6686
5/3/2021,957.45,971.95,936.4,941.3,455924,14901
4/3/2021,953.5,969.85,951.8,958.25,511742,5885
3/3/2021,965,968,947,964.85,192608,7071
2/3/2021,934.9,956.9,928.85,953.7,218992,6103
1/3/2021,919.9,934.45,916,930.3,187442,6872
26-02-2021,910,925,905,909.45,203432,9385
25-02-2021,923.95,934,923.15,928.45,597780,7775
24-02-2021,917.75,965,890,916.6,795653,35715
23-02-2021,922,929.95,906.5,910.1,195517,6781
22-02-2021,952,952,916.4,919.5,194566,7506
19-02-2021,950,958,944.1,950,277619,12017
18-02-2021,945.8,956.5,938.5,948.45,144083,4085
17-02-2021,952.9,958,941,943.2,239907,11261
16-02-2021,959.3,962.85,944.15,952.95,97504,3541
15-02-2021,972,972,950.45,954.5,271888,13223
12/2/2021,973.3,986,957.8,960.5,464259,15573
11/2/2021,957,972.85,953.7,970.6,350787,10041
10/2/2021,957,965.2,946.3,959.5,234357,8519
9/2/2021,961.5,981.5,946.75,951.8,446113,16242
8/2/2021,955,964.4,941.35,957.9,471492,13803
5/2/2021,960,963.6,940.25,946.25,352974,14088
4/2/2021,965,969.45,950.2,957.8,649800,6499
3/2/2021,967.9,973.55,952.7,959.5,137736,4872
2/2/2021,945,962.95,935.8,954.55,387054,17037
1/2/2021,916,933.55,896.1,929.6,381115,20772
29-01-2021,943,949.4,909.45,914.95,328814,19047
28-01-2021,942.55,952,931,934.85,668281,18837
27-01-2021,951.5,963.35,942.75,955.55,320251,14873
25-01-2021,1000,1000,940.75,948.05,413922,8574
22-01-2021,990,1003.4,981.45,985.45,162454,4960
21-01-2021,1013,1020.45,983.6,993.05,262468,6652
20-01-2021,991,1009.55,988.2,998.85,251358,6373
19-01-2021,990,996.8,980,983.65,219935,7145
18-01-2021,998,1004.75,977,980.95,394140,14965
15-01-2021,1046,1052,984.2,989.4,904980,40096
14-01-2021,1055,1055,1006.65,1027.75,771479,17049
13-01-2021,1064.9,1073.55,1040.8,1055.5,231257,7487
12/1/2021,1053,1065.1,1038.9,1061.55,197198,5777
11/1/2021,1015,1058.6,1008.3,1055.05,398175,11162
8/1/2021,970,1003,970,994.45,402987,11822
7/1/2021,986,987.25,959.55,964.25,182916,6703
6/1/2021,996,998,967,977.75,287364,6924
5/1/2021,977,995.35,970,991.25,272293,7008
4/1/2021,956.6,984.05,952.35,979.55,143172,4444
1/1/2021,943,955,943,950.4,99497,2686
31-12-2020,942.5,949.5,935.15,945.95,141007,5049
30-12-2020,938.8,950,931.2,941,297692,6492
29-12-2020,925,945,924.8,936,246666,7662
28-12-2020,925.1,927.5,913.35,921.8,267007,7419
24-12-2020,931.3,931.3,911.05,919.75,145144,4055
23-12-2020,923.7,934,915.15,922.5,470671,15489
22-12-2020,876.2,919,872,913.85,2248054,12160
21-12-2020,886.5,910.55,850,869.55,541009,20199
18-12-2020,893.95,904.85,887,891.05,476707,13159
17-12-2020,886,887.95,876.65,879.45,259845,6410
16-12-2020,885.2,891.55,878.7,885.15,420884,12316
15-12-2020,873.5,888.55,872.1,886.1,412015,9515
14-12-2020,869.95,875.9,858.65,873.5,231413,5998
11/12/2020,871.85,881.5,855.2,861.5,217885,7181
10/12/2020,871,877.7,865.25,866.8,118021,2891
9/12/2020,869.4,880,864.4,870.5,386861,10822
8/12/2020,855.1,875.35,855.1,864.25,342493,8571
7/12/2020,858.9,859.95,850.65,855.2,153978,5723
4/12/2020,865,867.5,854.7,858.8,229843,6351
3/12/2020,847,864,843,861.7,953242,15501
2/12/2020,835,847.4,832,843.75,158134,5631
1/12/2020,828.1,835.8,815.05,834.05,241048,8034
27-11-2020,836,847.7,815.05,822.2,245472,9061
26-11-2020,825,845,820,842.35,309312,6459
25-11-2020,841,847.6,822.55,824.5,419263,8442
24-11-2020,840,857,835.25,840.1,345632,10819
23-11-2020,823.2,842,816.75,839.2,329068,7667
20-11-2020,815,823.3,804.25,819.1,148052,3896
19-11-2020,814.95,820,802.85,804.25,161232,4701
18-11-2020,819.7,819.7,800.6,814.1,256751,14257
17-11-2020,832,836.15,814,815.25,337335,10786
14-11-2020,831.15,834.4,828.95,830.75,18215,1222
13-11-2020,824.35,831.3,818.7,828.05,514234,2266
12/11/2020,826.25,837,822.05,824.35,200518,6418
11/11/2020,810,829,805.25,826.05,482653,18083
10/11/2020,847.2,850,805.95,809.8,534366,25277
9/11/2020,863,872.7,847.45,855.65,4797285,8424
6/11/2020,844,855,836.8,850.6,152940,5506
5/11/2020,834.9,850.9,829.7,843.35,461300,14565
4/11/2020,810.55,841.45,810.55,815.15,235016,7409
3/11/2020,830.7,832,812.6,813.85,221719,4861
2/11/2020,843.2,843.2,820,822.2,440250,13266
30-10-2020,841,859.75,833.15,843.2,145329,3575
29-10-2020,824,842,819,839.85,415821,9046
28-10-2020,852,852,821.7,829.6,698346,10936
27-10-2020,848.15,857,838.65,847.45,154968,5945
26-10-2020,854.1,860.35,842.2,848.15,276972,6635
23-10-2020,873,875,850.6,852.25,222034,6372
22-10-2020,864.7,878.05,852.2,867.1,180439,4591
21-10-2020,883.4,891.95,859.5,870.7,442171,12815
20-10-2020,845.05,885.75,845,880.05,737324,16469
19-10-2020,839,861.4,833.5,844.65,657927,14331
16-10-2020,865,877,821,827.1,723337,21298
15-10-2020,901.9,903.55,834,859.45,881042,11950
14-10-2020,903.9,910.75,881.35,890.1,636723,15965
13-10-2020,870,906.7,864.85,900.45,835311,20565
12/10/2020,865,871.5,857.2,866.35,224616,7409
9/10/2020,850.5,862,849.55,856,216265,6861
8/10/2020,855,878.8,845,849.55,637434,15070
7/10/2020,830.15,832.25,823.5,827.75,400729,9988
6/10/2020,832,834.7,823.45,828.7,162508,3867
5/10/2020,827,839.3,817.7,822.9,2066118,7924
1/10/2020,820,820.6,811.25,812.75,128178,4182
30-09-2020,816.2,820,807.2,811.6,597496,3811
29-09-2020,836.25,846,810.2,812.4,264535,6498
28-09-2020,844.8,844.9,820.75,834.85,236649,5698
25-09-2020,795.2,835.8,793,827.5,498390,10700
24-09-2020,806.9,811,783.35,788.05,360723,9772
23-09-2020,831.3,844.5,810.15,814.35,451990,12319
22-09-2020,813.5,831,791,821.8,493122,11939
21-09-2020,822.6,849.7,794.05,802.3,712919,17520
18-09-2020,809.5,824,804.5,811.1,194162,4894
17-09-2020,796.9,817.45,789.35,808,526372,11981
16-09-2020,792,796.15,779.65,789.35,172075,4786
15-09-2020,787,809.85,783,792.4,293809,7177
14-09-2020,739,807.8,739,794.9,908021,18465
11/9/2020,721.7,733.9,710.5,721.05,138875,3712
10/9/2020,726,727.65,714.55,721.7,124607,3030
9/9/2020,715,730.5,710.3,722.5,149640,3669
8/9/2020,705,738.8,703.55,725.05,396528,12812
