DATE,OPEN,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
28-09-2021,3427.3,3428.65,3352.25,3380.3,55599,5018
27-09-2021,3474,3474,3418.75,3429.9,87356,4991
24-09-2021,3350,3504.05,3325.15,3443.6,107465,9459
23-09-2021,3344,3344,3315.05,3320.1,399274,3900
22-09-2021,3335,3335,3289,3319.25,77153,3217
21-09-2021,3262,3335,3262,3306.65,96969,6783
20-09-2021,3303.05,3314.2,3264.05,3272.55,55384,6859
17-09-2021,3380,3381,3289.7,3306.8,25735,2940
16-09-2021,3352.2,3369.8,3335.35,3340.5,51994,2679
15-09-2021,3377,3382.65,3348.3,3352.2,50558,2719
14-09-2021,3388,3388,3358,3361.85,13766,1594
13-09-2021,3354,3372.8,3332.4,3366.6,19664,2215
09-09-2021,3319.95,3357.95,3304,3346,16453,1725
08-09-2021,3339,3359.15,3298.45,3331.2,17725,1971
07-09-2021,3334.95,3393.7,3325.05,3335,41992,4481
06-09-2021,3350,3350,3305.45,3314.85,29069,2990
03-09-2021,3302,3344.4,3287.5,3338.75,36471,2932
02-09-2021,3315,3318.05,3267.15,3300.5,47125,6018
01-09-2021,3223,3332,3218.15,3303.1,83375,7481
31-08-2021,3106.7,3210,3106.6,3200.75,173998,4767
30-08-2021,3050,3113.25,3050,3106.7,65619,7085
27-08-2021,3039.7,3056.6,3021.05,3037.25,25591,3242
26-08-2021,3064,3083.25,3025.9,3039.7,40610,4398
25-08-2021,3045,3069,3013.9,3038.95,26610,2324
24-08-2021,3080,3094,3035.7,3045.8,42503,3089
23-08-2021,3140,3164.8,3051.15,3073.7,129514,7491
20-08-2021,3002.1,3123.35,3002.1,3112.7,318856,26943
18-08-2021,3050,3050,2993.2,3003.4,24360,2286
17-08-2021,2975,3044.3,2975,3013.55,172303,12422
16-08-2021,2984.9,2984.9,2960,2972.3,15449,1798
13-08-2021,2980,3001,2975.05,2988.4,32007,4378
12-08-2021,2972.6,2984.7,2958.85,2975.75,16288,1628
11-08-2021,2985,3000,2954.5,2972.05,193441,4363
10-08-2021,2995,3007.55,2960.9,2976.35,151171,9143
09-08-2021,2988,3015,2972,2992.75,48692,5478
06-08-2021,3000,3000,2962,2968.65,54409,7172
05-08-2021,3040,3040,2981,2989,21719,2703
04-08-2021,3030,3053.35,3012.75,3016.25,54950,5015
03-08-2021,3010,3064.95,2996.95,3027.3,104743,7066
02-08-2021,2968.65,2987.95,2961,2970.9,83591,5931
30-07-2021,3009.9,3009.9,2952,2958.55,25956,3028
29-07-2021,3010.1,3038.3,2991,2997.25,24262,2362
28-07-2021,3030,3033.35,2984.8,3002.9,95076,4455
27-07-2021,3084,3084,3021.2,3027.45,86306,6571
26-07-2021,3088.95,3117.25,3050,3063.3,79186,4547
23-07-2021,3115,3129.95,3078.45,3083.2,35179,2767
22-07-2021,3180,3180,3090.6,3104.45,173530,14769
20-07-2021,2992,3178,2981.7,3159.2,261867,20361
19-07-2021,2989.75,2998,2965.4,2979.35,207389,5216
16-07-2021,2999.95,3009.5,2965,2992.65,33609,2911
15-07-2021,3002.55,3009.15,2973,2982.75,28713,4926
14-07-2021,3001,3009,2986.1,3002,12650,1248
13-07-2021,3034,3034,2985,2993.1,22760,1728
12-07-2021,3023,3040,2991.6,2998.95,187220,2152
09-07-2021,3027,3036.05,3007.7,3010.45,12030,1335
08-07-2021,3044,3056,3018.9,3022.05,96623,3632
07-07-2021,3010,3060,3010,3039.55,88391,8670
06-07-2021,3018,3027.35,2995.8,3003.8,39884,3856
05-07-2021,3015,3049.75,3007.75,3016.95,24910,2319
02-07-2021,3030,3038.8,3001,3004.45,33230,3912
01-07-2021,3000,3026.75,2997.2,3023.3,26969,2310
30-06-2021,3006,3029.7,2985.5,2990.85,19035,2002
29-06-2021,2983,3023,2974.2,3001.4,38571,2843
28-06-2021,3029.9,3038.2,2975.7,2982.85,211346,3270
25-06-2021,3049.7,3053.65,2985.2,3003.25,37352,3284
24-06-2021,2989,3048.9,2975.6,3042.9,47190,5008
23-06-2021,3037.4,3037.4,2984.05,2988.5,440547,5866
22-06-2021,3080,3091,3003.4,3010.85,51579,6129
21-06-2021,3024,3078.6,3024,3069.55,39623,4799
18-06-2021,3062,3075.5,3016,3049.65,51629,6365
17-06-2021,3005,3073.75,3001.5,3060.35,69202,6948
16-06-2021,3030,3041.9,3006.6,3019,28909,2696
15-06-2021,2961.25,3048.95,2961.25,3041.85,465270,7402
14-06-2021,2961.95,2970,2916.55,2948.1,33431,4107
11-06-2021,2969,2969.95,2939.2,2957.1,58856,3396
10-06-2021,2947,2955,2921,2950.45,28081,3416
09-06-2021,2936,2964.95,2920.4,2944.1,124701,6780
08-06-2021,2922.7,2944.65,2906.9,2928.1,73054,4851
07-06-2021,2930,2940,2904.55,2934.1,155798,2311
04-06-2021,2946.25,2990,2909.25,2924,83656,3288
03-06-2021,2906,2941.95,2904,2934.9,47709,4583
02-06-2021,2912.75,2934.65,2877.4,2905.35,134600,7390
01-06-2021,2956,2982,2915.25,2933.15,110861,9333
31-05-2021,2940,2995,2935.1,2978.15,112866,6989
28-05-2021,2965,2965,2901.35,2939.95,52242,5145
27-05-2021,2944.2,2969.95,2902.6,2951.25,39786,3064
26-05-2021,2932,2947,2912.8,2941.6,33550,2801
25-05-2021,2840,2922.55,2825.7,2914.3,88536,6910
24-05-2021,2849,2849,2810,2818.95,29213,2274
21-05-2021,2805,2853.15,2796.3,2832.3,62492,5477
20-05-2021,2818.6,2845,2777.45,2795.2,61188,4802
19-05-2021,2802.15,2848.95,2798.85,2816.65,44612,2685
18-05-2021,2800,2844.75,2796.6,2821.35,41249,3194
17-05-2021,2789.4,2822.55,2747.95,2782.75,71241,5504
14-05-2021,2620,2839,2600,2773.6,503178,36531
12-05-2021,2579,2588.55,2530.25,2556.1,145066,6791
11-05-2021,2540,2561.95,2521.6,2556.6,64092,4986
10-05-2021,2573,2587.85,2543,2557.5,36226,2552
07-05-2021,2545.25,2590.6,2542.15,2551.5,28383,2036
06-05-2021,2565.25,2580,2528.65,2548.85,62620,4549
05-05-2021,2620.2,2620.2,2546,2567.65,74547,5571
04-05-2021,2585,2617.15,2571.7,2588.15,86217,5882
03-05-2021,2512,2593,2506.35,2583.15,61642,5115
30-04-2021,2561,2604.2,2525,2540.1,108167,8467
29-04-2021,2632,2641.9,2570.35,2613.55,65096,6086
28-04-2021,2594.9,2621,2576.7,2616,73504,5183
27-04-2021,2555,2578.7,2535,2574.65,23978,1592
26-04-2021,2534.9,2574,2532.5,2557.85,61665,4444
23-04-2021,2524.3,2564,2496.25,2518.2,57947,3511
22-04-2021,2525.2,2553,2488.05,2509.55,151514,6578
20-04-2021,2593,2601.1,2529.55,2555.65,141120,8121
19-04-2021,2630,2645.8,2567,2571.95,98935,9219
16-04-2021,2580,2692.4,2580,2665.8,90438,5563
15-04-2021,2581,2595.75,2537,2586.45,61936,5343
13-04-2021,2572,2625.5,2565.15,2571.5,34048,2238
12-04-2021,2585,2609.6,2555.2,2600.65,89867,4831
09-04-2021,2645,2652.4,2611.5,2628.65,31420,2095
08-04-2021,2630,2658,2628.05,2650.6,216110,2260
07-04-2021,2612,2667.05,2600,2627.65,114795,9992
06-04-2021,2520,2619.65,2505.55,2612.65,98345,7013
05-04-2021,2545.5,2553.3,2484.05,2510.5,109921,10681
01-04-2021,2536.75,2563.95,2534.25,2553.15,59971,4172
31-03-2021,2578,2581.8,2531.7,2536.75,57381,3162
30-03-2021,2527.45,2583,2523.85,2577.65,92657,6831
26-03-2021,2430,2513.6,2410.95,2504.55,95755,6226
25-03-2021,2441,2468.45,2393.5,2401.85,109698,9829
24-03-2021,2414,2469.95,2410.5,2444.2,131998,7199
23-03-2021,2428,2428,2398.9,2409.45,73829,3350
22-03-2021,2391.8,2437,2391.8,2424.85,42787,2721
19-03-2021,2396,2433,2355.05,2410.4,67921,3562
18-03-2021,2464.9,2468,2390.4,2404.25,54798,3673
17-03-2021,2465,2465,2412,2422.65,99609,7766
16-03-2021,2377.1,2499.65,2377.1,2470.8,261061,18271
15-03-2021,2405,2425.9,2343.85,2355.95,92191,9820
12-03-2021,2435,2461.9,2397.1,2401.95,42320,2601
10-03-2021,2445.5,2446,2415.65,2431.9,61150,5194
09-03-2021,2400,2443.35,2400,2423.3,121947,9712
08-03-2021,2398.7,2413.2,2359.4,2383.3,56212,4467
05-03-2021,2395,2423,2379.4,2386.75,83906,7140
04-03-2021,2380.35,2435,2358.25,2417.9,234111,8946
03-03-2021,2408,2417.4,2374.55,2402.25,84094,7675
02-03-2021,2380,2402.75,2359.05,2390.85,113677,9411
01-03-2021,2300.1,2369.5,2300,2363.05,143908,12341
26-02-2021,2348,2361.35,2261.45,2277.45,118943,10699
25-02-2021,2369,2387,2336.6,2373.5,263109,11487
24-02-2021,2379.65,2409.4,2264.6,2368.8,451607,23831
23-02-2021,2380.8,2399.4,2315,2373.35,167602,19710
22-02-2021,2425,2448,2380,2387.15,110041,11534
19-02-2021,2483.8,2483.8,2400,2418.9,68470,4262
18-02-2021,2425,2479,2395.75,2470.2,197238,14280
17-02-2021,2450,2453,2383.1,2389.2,101233,6544
16-02-2021,2460,2474.3,2421.35,2450,130536,12379
15-02-2021,2500,2517.95,2449.4,2457.7,71482,3769
12-02-2021,2528,2528,2465,2486,54905,2564
11-02-2021,2524.9,2534.75,2496,2505.4,125040,3363
10-02-2021,2532.5,2555,2475,2510.05,263773,17298
09-02-2021,2437,2532.55,2423.65,2507.1,398959,28476
08-02-2021,2382,2433.95,2373.45,2417.6,260574,13333
05-02-2021,2420,2423.6,2371.2,2376.8,491055,16176
04-02-2021,2465,2465,2398.15,2402,235929,6811
03-02-2021,2520,2520,2438.65,2452.9,83855,4878
02-02-2021,2481.3,2522.2,2425.7,2463.25,160460,9022
01-02-2021,2435,2465,2376.7,2446,132283,5562
29-01-2021,2461,2479.35,2400,2407.35,91226,11152
28-01-2021,2429.35,2453.2,2401.05,2442.7,208752,6724
27-01-2021,2540,2540,2429.4,2435.95,173938,19653
25-01-2021,2610,2626.4,2500,2514.55,218897,27585
22-01-2021,2762,2770,2590.5,2596.75,177232,14737
21-01-2021,2723.65,2815.95,2694.95,2714.65,496793,28569
20-01-2021,2660,2706,2645.1,2697.9,102709,9026
19-01-2021,2615,2675.9,2590,2645.6,124270,10950
18-01-2021,2590,2619.1,2556,2589.05,68959,4939
15-01-2021,2663.9,2663.9,2581.35,2590,60728,5045
14-01-2021,2704.5,2734.85,2646.5,2663.5,196770,8485
13-01-2021,2767,2767,2678.3,2704.5,117140,12222
12-01-2021,2840,2847.25,2724,2737.3,180912,8568
11-01-2021,2840,2871.4,2825.15,2849.2,48647,2990
08-01-2021,2820,2849.15,2790,2844,33667,2511
07-01-2021,2802,2831.4,2782.25,2791.35,835859,2556
06-01-2021,2801,2822,2780,2803.15,43364,3022
05-01-2021,2744.15,2802.95,2732.2,2793.25,74761,5384
04-01-2021,2784.4,2790,2745.2,2754.8,45644,3351
01-01-2021,2768,2790.8,2750.95,2775,52072,2560
31-12-2020,2736.8,2771.5,2725.6,2764.45,33405,2584
30-12-2020,2698.7,2740.9,2680.45,2733.55,44155,2368
29-12-2020,2685.1,2712.5,2673.8,2696.35,42410,2693
28-12-2020,2649.35,2688,2629.6,2683.65,50949,4145
24-12-2020,2646.25,2656.25,2613.1,2649.35,62540,3722
23-12-2020,2607.9,2649.6,2605.1,2642.75,44338,5199
22-12-2020,2501,2613.35,2495,2604.65,112012,7591
21-12-2020,2599.9,2602.2,2540,2554.7,82045,7986
18-12-2020,2586.9,2635.9,2576.55,2601.55,558635,5101
17-12-2020,2577,2603.25,2557.8,2574,42203,2657
16-12-2020,2549,2587.75,2542.05,2581.9,53875,3326
15-12-2020,2535,2539.8,2502.95,2527.15,36601,3077
14-12-2020,2524.8,2553.3,2522.65,2549.4,59159,2927
11-12-2020,2524.9,2531.35,2495,2520.2,65636,4530
10-12-2020,2518,2552.55,2500,2529.2,66058,4731
09-12-2020,2445.1,2530,2445.1,2521.15,81924,4533
08-12-2020,2473,2483.8,2428,2438.85,58542,5501
07-12-2020,2430,2478,2430,2473.1,51382,4478
04-12-2020,2410,2443.35,2374.9,2438.75,82745,5320
03-12-2020,2320,2421.65,2316.05,2410.85,216101,8209
02-12-2020,2239,2325,2238.95,2316.3,117046,6317
01-12-2020,2260,2260,2206.85,2229.7,65658,5493
27-11-2020,2171.1,2242.55,2169.95,2217.35,152215,10254
26-11-2020,2156,2176.75,2116.6,2156,70121,7065
25-11-2020,2207.6,2208.75,2150,2154.3,98467,5577
24-11-2020,2192,2230,2192,2207.6,140871,9898
23-11-2020,2166,2197.75,2140,2189.4,41339,3351
20-11-2020,2165,2190,2161,2163.85,73781,3127
19-11-2020,2183,2194.6,2156.45,2161.25,41850,4905
18-11-2020,2188,2210,2166.75,2196,53482,3870
17-11-2020,2189,2222.7,2182.45,2186.95,29882,2480
14-11-2020,2198.65,2198.65,2181.6,2184.5,6988,869
13-11-2020,2189.6,2205.4,2173.85,2179.55,160362,1935
12-11-2020,2172,2200.55,2162,2171.7,46553,3872
11-11-2020,2200,2223.6,2158,2181.9,63840,3754
10-11-2020,2227,2238.55,2189,2199.65,57767,3086
09-11-2020,2249.6,2249.6,2214,2224.95,59095,5385
06-11-2020,2238,2247.1,2202.7,2208.45,61017,5487
05-11-2020,2195.8,2246.25,2188.9,2238.45,87250,5283
04-11-2020,2150.05,2213.75,2150.05,2169.25,71434,6704
03-11-2020,2194.75,2194.75,2146.8,2154.95,41424,2843
02-11-2020,2207,2226,2166,2172.05,115668,7196
30-10-2020,2214,2242.3,2196.15,2213.05,50151,3523
29-10-2020,2160,2232.45,2159.55,2224.8,111252,9533
28-10-2020,2200,2218.2,2150.6,2159.2,230065,8914
27-10-2020,2072,2206.05,2072,2198.15,230498,18741
26-10-2020,2119,2119,2070.5,2080.7,32391,3056
23-10-2020,2115,2128.95,2096.85,2119.4,74833,6023
22-10-2020,2106,2114.95,2078,2100.25,66138,5903
21-10-2020,2137,2142.65,2081.1,2114.35,76913,6463
20-10-2020,2085.8,2131.5,2067.95,2119.3,59594,5373
19-10-2020,2070.1,2076.65,2056.25,2070.6,41532,3475
16-10-2020,2090.5,2090.5,2057,2061.75,29573,2605
15-10-2020,2077.6,2122.8,2069.45,2089.4,203353,4727
14-10-2020,2066.05,2084.35,2055.15,2071.3,53116,3530
13-10-2020,2072,2112.9,2054.4,2064.75,48983,3196
12-10-2020,2077,2085.95,2041.45,2076.9,41379,3061
09-10-2020,2090,2107.15,2046.45,2050.4,45926,4968
08-10-2020,2109,2109,2072.8,2090.6,27497,2265
07-10-2020,2091,2118,2074.65,2103.95,79722,6380
06-10-2020,2045,2096,2043.65,2090.6,71976,4994
05-10-2020,2040,2040,2010.6,2027.1,48222,4607
01-10-2020,2007,2048.5,1992.6,2040.95,92816,7291
30-09-2020,1968.9,2003.1,1959,1987.55,171692,3207
29-09-2020,1947,1990,1947,1959.85,55329,4434
28-09-2020,1939.9,1958.5,1930.05,1946.1,33637,2504
25-09-2020,1921,1954.4,1908.3,1924.4,71772,5569
24-09-2020,1946.4,1946.4,1908.95,1919.2,37134,3533
23-09-2020,1949,1989,1928.65,1946.5,80646,5607
22-09-2020,1987,1995.75,1930,1935.8,94490,8897
21-09-2020,2040,2056.4,1963.45,1972.7,98479,8012
18-09-2020,2011,2043.25,2011,2028.8,59763,4329
17-09-2020,2005,2045,1999.75,2008.4,81431,5508
16-09-2020,2034,2034,1995.3,2014.55,35474,2284
15-09-2020,2045,2049.05,2009.95,2016.95,45482,3802
14-09-2020,2059.8,2059.8,2005.1,2031.55,62756,3833
11-09-2020,2064,2068.15,2022.5,2035.2,87300,5854
10-09-2020,1988,2087.75,1982.35,2062.9,152547,7181
09-09-2020,1979.9,1992.65,1958.2,1978.8,58760,3557
08-09-2020,1985.5,2001,1950.95,1958.15,67393,3838
07-09-2020,1979,2003.8,1948.15,1981.95,59448,3733
04-09-2020,1910,1992.35,1910,1956,85206,6008
03-09-2020,1952.85,1987.35,1945.6,1978.45,67113,5474
02-09-2020,1930,1995.65,1926.2,1946,80775,4927
01-09-2020,1923,1986.85,1911,1978.2,87871,6930
31-08-2020,1982.9,1982.9,1883.5,1903.4,50229,4171
28-08-2020,1996,1997.95,1954.35,1957.7,43587,3019
27-08-2020,1976.5,2008.4,1970.35,1982,55384,3867
26-08-2020,2002,2009.4,1956,1971.05,88476,6259
25-08-2020,1956,2015.95,1956,2001,98984,7872
24-08-2020,1956.5,1994.75,1940,1963.25,110157,7487
21-08-2020,1880.5,1971,1880.5,1958.35,203246,11873
20-08-2020,1870,1880,1817.8,1875.25,26325,2056
19-08-2020,1884,1902.1,1873.65,1885.7,43889,2979
18-08-2020,1836,1883,1832.15,1873.6,79513,4883
17-08-2020,1825,1841.7,1801.85,1835.85,49547,3274
14-08-2020,1806,1829.65,1795.65,1801.6,209020,3570
13-08-2020,1804,1814.9,1793.7,1802.15,33880,2143
12-08-2020,1785,1805.35,1771.4,1796.75,43121,3064
11-08-2020,1795,1836.75,1781,1789.55,133968,8998
10-08-2020,1815.8,1823.95,1778.2,1782.45,61959,4049
07-08-2020,1729.9,1816.5,1727.55,1805.05,219617,14272
06-08-2020,1725.1,1752,1721,1728.25,50206,4279
05-08-2020,1723,1741,1713.15,1717.15,46806,4012
04-08-2020,1725,1734.85,1708.9,1714.3,285694,3036
03-08-2020,1720.1,1733.55,1697.5,1704.95,47093,4712
31-07-2020,1750,1770,1710.2,1716.65,35565,3062
30-07-2020,1746,1778.4,1729,1743.1,47620,3465
29-07-2020,1766.1,1779,1731.2,1737.45,32540,2278
28-07-2020,1778,1792.2,1752,1759.6,56792,3352
27-07-2020,1718.1,1788,1718.1,1777.75,224535,15635
24-07-2020,1727,1727,1683,1710.95,92677,6668
23-07-2020,1685.05,1739.25,1685.05,1727.4,115643,6924
22-07-2020,1723.6,1736,1691.1,1697.45,36578,3516
21-07-2020,1761,1771.7,1718.9,1723.6,78099,5909
20-07-2020,1725,1756.85,1722,1751.95,86703,7333
17-07-2020,1707,1742,1686.7,1717.95,63342,3985
16-07-2020,1692,1697,1645.9,1692.65,39730,3609
15-07-2020,1695,1712.85,1663.45,1671.3,96356,6234
14-07-2020,1706,1717.2,1682.75,1688.45,38955,2511
13-07-2020,1704,1732,1700.85,1705.65,38693,2478
10-07-2020,1713.7,1713.7,1695,1703.05,22732,1976
09-07-2020,1690,1721.4,1690,1716.8,79237,6506
08-07-2020,1753,1760.5,1681,1686.6,69263,5486
07-07-2020,1714,1748.8,1709,1745.45,90193,5524
06-07-2020,1703.5,1710.9,1692.5,1708.35,63840,5315
03-07-2020,1689,1719.8,1689,1696.1,74355,5818
02-07-2020,1693,1703.7,1660.3,1686.7,73280,6494
01-07-2020,1685,1697.7,1681,1688.1,36789,3355
30-06-2020,1709.7,1717.5,1682.35,1687.35,55664,4719
29-06-2020,1689,1708,1674.65,1691.95,88399,6696
26-06-2020,1712,1713.65,1670.2,1687.35,71045,5136
25-06-2020,1730.5,1746.3,1683.85,1688.85,90372,6559
24-06-2020,1689,1813.1,1686.2,1746.4,297632,21980
23-06-2020,1655.55,1688,1641.15,1683.65,93279,8494
22-06-2020,1632,1673,1624.55,1653.45,53386,3763
19-06-2020,1595,1630,1592.55,1622.25,77035,6068
18-06-2020,1601.8,1612,1588.05,1598.9,58275,5106
17-06-2020,1619.8,1622.55,1591,1596.1,40030,3279
16-06-2020,1640,1640,1608.75,1621.05,74648,3914
15-06-2020,1635,1650.7,1602.3,1618.05,41365,4408
12-06-2020,1586.5,1642.6,1575,1637.95,55787,5193
11-06-2020,1636,1645.25,1606.65,1609.55,42854,4202
10-06-2020,1642,1680.8,1628.3,1636.2,54345,4512
09-06-2020,1653,1694.3,1638,1641.55,94930,6957
08-06-2020,1654,1665.75,1629,1634.45,135494,4629
05-06-2020,1654,1658.8,1621.35,1638.4,72995,5697
04-06-2020,1727,1727,1626.6,1633,132298,7526
03-06-2020,1723,1738.1,1705.9,1716.3,45143,2994
02-06-2020,1693.5,1732.35,1681.45,1709.85,49661,3576
01-06-2020,1693.45,1710,1682,1693.5,64045,4064
29-05-2020,1643.5,1697.95,1634.75,1684.4,67099,4997
28-05-2020,1621,1657,1616.6,1643.75,62689,3584
27-05-2020,1628.15,1637.55,1596.85,1619.75,44186,3236
26-05-2020,1625,1656,1621.45,1630.5,77530,5897
22-05-2020,1571,1624.75,1556,1617.85,121081,6659
21-05-2020,1501,1582,1501,1575,115726,9078
20-05-2020,1500.5,1514.2,1494,1500.45,50292,4998
19-05-2020,1506.3,1516.65,1482.85,1505.75,85162,5040
18-05-2020,1564,1564,1498.7,1501.15,74506,5678
15-05-2020,1530,1559.6,1510.15,1553.75,63913,3933
14-05-2020,1554.95,1556.3,1518,1522.15,61253,4156
13-05-2020,1575,1575.05,1533.85,1562.9,78146,4651
12-05-2020,1537.8,1543.4,1511.95,1523.2,151244,8561
11-05-2020,1580,1601.1,1555,1569.25,98329,6593
08-05-2020,1615,1636.75,1570,1577.9,142098,8940
07-05-2020,1610,1627.65,1546.25,1593.95,123689,9219
06-05-2020,1611,1637.65,1578.45,1610.6,261964,17451
05-05-2020,1681.35,1693.3,1578.5,1618.55,129793,12284
04-05-2020,1748,1751,1672.25,1676.2,105552,12657
30-04-2020,1790,1795.75,1741.55,1760.05,71840,4744
29-04-2020,1855,1855,1757,1768,76324,6754
28-04-2020,1849.9,1862.5,1807.05,1824.2,51777,5922
27-04-2020,1830.2,1860,1818.5,1852.3,38365,3844
24-04-2020,1819,1842.5,1815,1827.4,44473,3348
23-04-2020,1810,1845,1749,1820.4,131943,6008
22-04-2020,1707,1821.5,1707,1812.65,72275,6103
21-04-2020,1700,1752.75,1700,1725.6,36059,3707
20-04-2020,1757,1757,1706.3,1731.65,37285,5161
17-04-2020,1769.95,1783.15,1728,1754.6,38282,4210
16-04-2020,1640,1751.95,1640,1742.35,57616,5693
15-04-2020,1713,1737.2,1683.95,1718.4,52937,3835
13-04-2020,1649,1701.75,1603.05,1679.35,63144,5499
09-04-2020,1658,1678.2,1620.75,1652.45,47989,3866
08-04-2020,1637.95,1686.05,1600.3,1609.6,61629,6409
07-04-2020,1549,1634.15,1537.8,1624.05,84665,6820
03-04-2020,1624,1624,1517.45,1521.3,69260,8626
01-04-2020,1651,1655,1585.05,1603.9,55464,5544
31-03-2020,1650,1689,1603.05,1666.7,61896,5424
30-03-2020,1592,1619,1561,1597.15,160094,4771
27-03-2020,1660,1665.75,1550,1606.2,807798,8857
26-03-2020,1647.8,1690,1572.9,1629.7,121252,6062
25-03-2020,1500,1605.1,1450,1594.05,79503,8614
24-03-2020,1522,1648.6,1454.35,1525.25,114125,11377
23-03-2020,1599,1682.7,1491,1498.75,109927,8916
20-03-2020,1614,1757.45,1574.15,1745.85,115069,9562
19-03-2020,1575,1651.5,1431.85,1603,558859,13718
18-03-2020,1734,1755.6,1608.75,1616.65,183350,10381
17-03-2020,1691.1,1778.95,1670,1734.2,101591,6210
16-03-2020,1785,1785,1678.05,1682.95,86263,8009
13-03-2020,1794,1844.15,1658.6,1797.6,140881,8115
12-03-2020,1870,1873.9,1815.8,1842.85,268912,7404
11-03-2020,1879,1905,1852.55,1882.65,62767,4758
09-03-2020,1880,1915.9,1847.3,1869.45,85111,4127
06-03-2020,1851,1884.5,1837,1878.5,42355,2461
05-03-2020,1854,1882,1850.05,1875.45,31033,1994
04-03-2020,1805,1857.2,1805,1849.85,60214,2799
03-03-2020,1789.6,1816,1768,1801.65,136660,1630
02-03-2020,1810,1838,1768.85,1788.55,148962,1890
28-02-2020,1832,1841,1783.65,1798.2,50582,2816
27-02-2020,1827,1852.5,1812.15,1844.35,32008,2433
26-02-2020,1830,1843.55,1821,1826.55,27161,1686
25-02-2020,1830.05,1842.85,1821,1825.25,11010,800
24-02-2020,1842.85,1854,1813,1818.75,51065,4818
20-02-2020,1885,1885,1840,1842.85,42160,2859
19-02-2020,1865.05,1892.35,1852.65,1886.25,88461,1938
18-02-2020,1880,1884.8,1862,1863.3,47686,1786
17-02-2020,1877.25,1893.8,1871.9,1881.35,12018,944
14-02-2020,1883.95,1900,1870.3,1877.2,26069,1832
13-02-2020,1894,1902.25,1868.8,1874.05,43418,2126
12-02-2020,1875,1915.65,1875,1892.05,88864,3306
11-02-2020,1875.15,1894,1872.9,1877.15,64006,3170
10-02-2020,1860.7,1872.4,1838.4,1870.35,21056,1585
07-02-2020,1863,1876.8,1851.5,1857.55,1369910,2125
