Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,307.350006,314.500000,304.000000,312.125000,197.856003,1545060
2007-01-03,313.250000,322.000000,309.787994,320.037994,202.872040,4384972
2007-01-04,321.250000,321.250000,312.524994,314.763000,199.528198,3970700
2007-01-05,316.250000,317.149994,313.274994,315.750000,200.153854,2718740
2007-01-08,314.750000,314.750000,303.750000,310.950012,197.111145,4951892
2007-01-09,311.975006,315.462006,306.312012,314.100006,199.107941,4020568
2007-01-10,311.138000,313.750000,307.500000,308.850006,195.779938,2931428
2007-01-11,299.725006,324.500000,299.725006,319.412994,202.475830,7400664
2007-01-12,322.537994,332.250000,322.537994,330.987000,209.812531,6175748
2007-01-15,337.500000,342.000000,325.013000,331.587006,210.193024,12255832
2007-01-16,347.237000,347.237000,329.750000,331.024994,209.836639,7625964
2007-01-17,332.475006,333.750000,325.000000,326.162994,206.754700,2633828
2007-01-18,326.250000,331.487000,326.250000,328.862000,208.465530,2719816
2007-01-19,328.862000,331.625000,323.037994,324.537994,205.724533,2882056
2007-01-22,325.024994,330.600006,322.513000,328.362000,210.090637,3180956
2007-01-23,328.274994,328.487000,325.000000,325.674988,208.371445,3124152
2007-01-24,327.875000,328.500000,324.537994,326.787994,209.083588,2355148
2007-01-25,331.250000,342.250000,325.725006,328.862000,210.410553,5553976
2007-01-29,328.750000,328.750000,322.750000,324.437988,207.579987,2982324
2007-01-31,324.274994,328.475006,318.000000,319.475006,204.404633,4865928
2007-02-01,322.487000,323.750000,318.750000,323.013000,206.668274,1859904
2007-02-02,324.750000,326.750000,323.763000,325.125000,208.019562,4274616
2007-02-05,326.250000,328.475006,323.500000,326.450012,208.867340,3010736
2007-02-06,328.250000,328.475006,322.513000,324.600006,207.683685,3411964
2007-02-07,325.000000,328.100006,323.799988,326.575012,208.947311,2599984
2007-02-08,327.850006,328.725006,324.337006,326.125000,208.659348,2650024
2007-02-09,327.350006,329.362000,320.787994,321.850006,205.924240,1993360
2007-02-12,312.500000,324.674988,312.500000,313.950012,200.869690,1786388
2007-02-13,314.000000,321.225006,308.750000,313.225006,200.405777,4130352
2007-02-14,313.250000,316.750000,310.000000,315.187988,201.661728,3137876
