Date,Open,High,Low,Close,Adj Close,Volume
1/2/2007,135.675003,138.330002,135.518005,137.598999,82.201279,2135196
1/3/2007,137.699997,139.916,136.598007,139.544998,83.363831,4827356
1/4/2007,139.949997,139.949997,136.125,136.462006,81.522064,3837520
1/5/2007,137.024994,137.25,133.875,134.561005,80.386398,2771787
1/8/2007,134.100006,134.662994,129.600006,130.162994,77.759041,3708889
1/9/2007,131.399994,131.962006,128.25,130.477005,77.946625,2980916
1/10/2007,131.625,134.100006,126.304001,132.761002,79.311081,6108573
1/11/2007,132.75,139.949997,130.5,139.399002,83.276596,7645938
1/12/2007,139.5,141.636993,139.5,140.951004,84.203766,3879298
1/15/2007,142.065002,142.537994,139.949997,141.063995,84.271255,2515173
1/16/2007,141.75,143.718994,140.669998,143.302994,85.608833,3787196
1/17/2007,146.723007,146.723007,142.087006,142.628006,85.205605,7928782
1/18/2007,143.324997,145.800003,142.875,144.360001,86.240303,4187453
1/19/2007,143.324997,144.675003,138.261993,139.645996,83.424156,3659724
1/22/2007,137.699997,141.514008,137.699997,139.893997,83.572304,3071818
1/23/2007,140.625,140.636002,138.509995,139.669006,83.437904,1876733
1/24/2007,139.050003,142.875,138.824997,142.401993,85.07058,1782631
1/25/2007,143.865005,151.875,141.996994,146.542007,87.543823,5877373
1/29/2007,146.542007,146.891006,140.186005,141.817993,84.721703,2886773
1/31/2007,141.975006,143.707993,137.25,137.981003,82.429489,3100862
2/1/2007,140.580002,141.188004,139.084,140.018005,83.646393,3472827
2/2/2007,141.75,146.25,140.850006,144.697006,86.441605,6671533
2/5/2007,145.125,145.552994,141.975006,142.615997,85.19841,1944373
2/6/2007,142.649994,144.033997,140.906006,142.830002,85.326279,1776476
2/7/2007,143.100006,145.350006,142.009003,144.630005,86.401596,2581867
2/8/2007,144.630005,145.102005,142.481003,142.975998,85.413483,1380409
2/9/2007,143.774994,145.766006,142.875,144.697006,86.441605,2285333
2/12/2007,142.559998,145.800003,140.850006,141.839996,84.73484,2304636
2/13/2007,141.524994,146.024994,140.399994,143.505005,85.729515,3085578
2/14/2007,143.505005,147.149994,140.703995,146.294998,87.39624,3112098
2/15/2007,146.25,153.731003,146.25,152.324997,90.998558,4987587
2/19/2007,153.225006,155.475006,152.246002,153.281006,91.569679,3328422
2/20/2007,150.75,153.731003,148.759003,149.455994,89.284615,1751431
2/21/2007,148.916,152.438004,147.621994,150.389999,89.842606,4053929
2/22/2007,150.389999,153.438995,144.281006,146.216003,87.349052,6444413
2/23/2007,150.074997,150.074997,139.5,140.242004,83.780197,4237564
2/26/2007,140.625,141.276993,133.537994,138.059998,82.476685,5787547
2/27/2007,138.375,139.455002,127.698997,136.024002,81.260399,4637453
2/28/2007,132.074997,134.076996,123.694,126.540001,75.594673,10167147
3/1/2007,129.981995,134.774994,121.5,133.087006,79.505844,10039809
3/2/2007,131.625,133.324005,127.574997,129.195007,77.180756,4959000
3/5/2007,128.25,128.25,118.609001,120.814003,72.173981,6364044
3/6/2007,121.5,131.050995,121.5,130.117004,77.731552,6737427
3/7/2007,132.300003,133.132996,122.253998,124.615997,74.445274,10077702
3/8/2007,124.875,130.725006,124.875,128.811996,76.951958,6470760
3/9/2007,130.050003,131.602005,126.371002,127.271004,76.031372,3582582
3/12/2007,128.25,132.75,127.878998,128.654999,76.858162,5149444
3/13/2007,129.824997,131.839005,128.554001,131.378006,78.484871,2517862
3/14/2007,129.375,129.375,123.75,124.931,74.633461,6594627
3/15/2007,128.699997,134.481995,125.639999,126.517998,75.581535,3683382
3/16/2007,127.125,134.481995,125.111,127.181,75.9776,2872422
3/19/2007,128.25,130.725006,127.125,130.106003,77.724976,2078298
3/20/2007,130.386993,132.074997,128.384995,129.014999,77.073227,2890964
3/21/2007,123.806,132.75,123.806,130.893997,78.195747,2039964
3/22/2007,132.300003,134.955002,132.300003,133.807007,79.935966,2495613
3/23/2007,133.886002,137.136993,133.020004,134.393005,80.286049,4158818
3/26/2007,134.955002,136.057007,121.522003,130.882996,81.210541,3155333
3/28/2007,131.332993,131.332993,124.875,125.797997,78.055389,6315387
3/29/2007,128.25,130.826004,124.875,127.327003,79.004128,10116631
3/30/2007,128.25,130.432007,125.212997,125.864998,78.09697,3179489
4/2/2007,125.910004,126.900002,115.875,116.719002,72.422035,6225089
4/3/2007,116.775002,120.982002,116.719002,120.206001,74.585663,4945409
4/4/2007,121.050003,124.290001,120.655998,123.603996,76.694054,7065973
4/5/2007,124.223,125.212997,121.533997,124.334999,77.147636,3919649
4/9/2007,123.75,127.574997,119.699997,126.18,78.292435,2547102
4/10/2007,127.125,127.125,122.849998,123.232002,76.463226,2992204
4/11/2007,127.125,127.125,121.973,123.130997,76.400581,4060782
4/12/2007,122.625,122.625,120.667999,121.600998,75.451233,3261480
4/13/2007,122.849998,128.363007,120.824997,127.721001,79.248589,9589333
4/16/2007,128.25,132.524994,128.25,131.783005,81.768997,4938511
4/17/2007,133.875,133.875,128.25,129.139008,80.128448,4418782
4/18/2007,128.475006,132.412994,128.475006,131.815994,81.789436,3430956
4/19/2007,129.600006,131.511993,128.699997,129.565994,80.393364,4399818
4/20/2007,131.625,136.080002,126.259003,128.531006,79.751175,14643880
4/23/2007,132.75,132.75,127.394997,127.665001,79.213837,4824533
4/24/2007,127.113998,128.475006,124.087997,124.785004,77.426842,8109938
4/25/2007,122.647003,125.695999,122.625,125.055,77.594376,5654107
4/26/2007,126.022003,128.024994,124.875,126.820999,78.69014,9804400
4/27/2007,128.024994,128.261002,125.179001,127.293999,78.983643,4136627
4/30/2007,127.125,129.307007,126.224998,128.610001,79.800194,2654462
5/3/2007,129.824997,131.613998,127.462997,128.451996,79.702164,5526471
5/4/2007,142.875,142.875,126.224998,127.642998,79.200172,3890716
5/7/2007,128.699997,128.699997,124.030998,124.334999,77.147636,2729969
5/8/2007,123.75,125.560997,122.737999,123.153999,76.414864,4939258
5/9/2007,122.625,124.334999,121.747002,123.850998,76.847321,4591351
5/10/2007,124.807999,127.249001,121.780998,124.369003,77.168724,8617333
5/11/2007,127.080002,127.080002,120.768997,122.805,76.198288,6345796
5/14/2007,124.030998,125.730003,122.051003,122.411003,75.953827,3596569
5/15/2007,122.400002,123.614998,119.497002,120.386002,74.697357,6923058
5/16/2007,120.599998,122.332001,119.25,121.624001,75.465523,5719102
5/17/2007,123.300003,123.434998,121.612999,123.041,76.344719,2854133
5/18/2007,122.625,124.121002,121.949997,122.242996,75.849586,3606476
5/21/2007,122.400002,123.300003,119.811996,120.172997,74.565186,6247707
5/22/2007,120.375,121.949997,119.025002,119.745003,74.299614,4609991
5/23/2007,119.745003,120.982002,119.385002,120.363998,74.683693,2515031
5/24/2007,119.497002,121.477997,118.822998,119.790001,74.327545,2811702
5/25/2007,119.25,122.602997,117.922997,122.264999,75.863235,4877716
5/28/2007,124.875,126.832001,120.599998,121.432999,75.346985,4532916
5/29/2007,121.949997,122.107002,120.442001,121.635002,75.472343,4554244
5/30/2007,121.455002,121.455002,119.811996,120.723999,74.907074,4039880
5/31/2007,122.152,123.300003,120.397003,122.332001,75.904808,8384849
6/1/2007,123.389999,123.389999,121.780998,122.456001,75.981728,3745849
6/4/2007,123.727997,123.727997,119.699997,120.127998,74.53727,1934107
6/5/2007,120.262001,121.837997,119.294998,120.431,74.725273,3749191
6/6/2007,122.625,122.625,119.350998,119.755997,74.306458,5149169
6/7/2007,114.525002,123.57,114.525002,122.714996,76.142433,6636396
6/8/2007,121.5,124.706001,120.499001,123.209999,76.449585,7920702
6/11/2007,124.852997,125.348,121.5,122.129997,75.779465,2819396
6/12/2007,122.197998,122.849998,120.003998,121.207001,75.206757,1437796
6/13/2007,119.699997,121.252998,118.440002,119.350998,74.055138,5304453
6/14/2007,121.724998,141.143005,119.587997,119.790001,74.327545,1697253
6/15/2007,120.375,121.364998,119.25,119.362999,74.062584,2662267
6/18/2007,123.727997,123.727997,117.348999,117.685997,73.022057,1886302
6/19/2007,114.974998,118.293999,114.974998,117.348999,72.812935,2946022
6/20/2007,117.675003,118.912003,117,117.640999,72.994125,4106636
6/21/2007,118.125,119.25,116.392998,118.080002,73.266502,1894547
6/22/2007,118.080002,118.800003,115.875,116.392998,72.219765,3367502
6/25/2007,116.392998,116.752998,114.75,115.999001,71.975304,3428671
6/26/2007,115.199997,116.775002,113.625,114.469002,71.025948,2130902
6/27/2007,114.469002,115.650002,114.130997,114.727997,71.186661,3076733
6/28/2007,115.650002,116.719002,114.074997,115.830002,72.502373,6041040
6/29/2007,116.324997,117,115.459,116.651001,73.016296,3735120
7/2/2007,115.875,117.449997,114.412003,115.357002,72.206329,2152667
7/3/2007,116.662003,116.707001,115.537003,115.908997,72.551834,1204653
7/4/2007,114.75,116.359001,113.985001,114.469002,71.650475,3980991
7/5/2007,110.857002,115.199997,110.857002,113.545998,71.072739,2307413
7/6/2007,113.894997,117.224998,113.456001,116.910004,73.178391,7801138
7/9/2007,118.125,119.025002,117.067001,118.136002,73.945793,5287111
7/10/2007,118.349998,119.362999,116.324997,116.842003,73.135818,4246249
7/11/2007,118.080002,118.102997,114.300003,115.009003,71.98848,4422978
7/12/2007,115.311996,115.830002,114.525002,115.098999,72.044815,2567916
7/13/2007,115.875,116.077003,113.905998,115.323997,72.185654,5034436
7/16/2007,115.402,115.425003,112.174004,113.051003,70.762917,4044836
7/17/2007,114.052002,114.300003,113.040001,113.704002,71.171646,2938396
7/18/2007,114.074997,114.445999,113.209,113.929001,71.312485,2187649
7/19/2007,110.959,114.502998,110.959,113.658997,71.143456,6034840
7/20/2007,113.849998,115.177002,113.411003,113.669998,71.15036,6088036
7/23/2007,113.625,115.234001,113.051003,114.525002,71.685532,2989244
7/24/2007,114.637001,114.75,113.209,113.737999,71.192924,2071596
7/25/2007,113.625,113.849998,111.599998,112.240997,70.25589,6528222
7/26/2007,112.702003,119.699997,111.397003,115.650002,72.389725,8453916
7/27/2007,115.030998,115.030998,110.25,110.857002,69.389595,5232942
7/30/2007,110.857002,111.375,109.394997,111.049004,69.509781,2178956
7/31/2007,110.587997,112.432999,109.598,111.903999,70.044952,2479480
8/1/2007,110.474998,110.902,106.087997,107.223999,67.115578,6039347
8/2/2007,109.113998,109.113998,103.567001,103.984001,65.087509,5002018
8/3/2007,114.727997,114.727997,104.400002,105.794998,66.221107,6367978
8/6/2007,103.5,105.817001,102.003998,102.915001,64.418411,3264533
8/7/2007,105.694,109.057999,102.824997,103.432999,64.74263,5718280
8/8/2007,104.782997,108.900002,104.782997,107.268997,67.143723,8950760
8/9/2007,108.011002,109.012001,107.099998,107.482002,67.277054,5674391
8/10/2007,106.807999,108.675003,103.050003,108.056,67.63633,5358138
8/13/2007,108.280998,108.652,106.875,108.044998,67.629448,2801502
8/14/2007,108.900002,108.989998,107.348,108.325996,67.805344,1881098
8/16/2007,103.949997,106.875,102.948997,105.625999,66.115311,3655680
8/17/2007,105.074997,108.449997,100.125,106.739998,66.812622,6614076
8/20/2007,107.864998,111.982002,104.332001,105.581001,66.087166,5727684
8/21/2007,108.675003,108.675003,99,100.541,62.932434,6063449
8/22/2007,101.699997,102.802002,97.875,101.992996,63.841282,5395396
8/23/2007,105.682999,105.682999,98.763702,100.957001,63.192806,2022498
8/24/2007,104.602997,104.602997,100.069,102.915001,64.418411,3239040
8/27/2007,103.5,105.074997,101.778999,104.489998,65.404251,2358049
8/28/2007,103.5,105.75,103.174004,105.018997,65.735352,3314662
8/29/2007,104.061996,106.199997,101.935997,105.75,66.192917,3752578
8/30/2007,107.324997,109.069,105.378998,107.482002,67.277054,7345227
8/31/2007,107.775002,109.856003,106.875,108.528999,67.932411,3267964
9/3/2007,109.349998,109.349998,106.435997,106.819,66.862053,3548400
9/4/2007,108.449997,109.754997,103.973,104.838997,65.622696,3606862
9/5/2007,105.660004,107.257004,105.334,106.390999,66.594162,5846809
9/6/2007,104.849998,107.955002,104.849998,107.550003,67.319626,3190271
9/7/2007,107.550003,108.112999,105.817001,107.606003,67.354668,3550836
9/10/2007,105.974998,106.750999,104.400002,104.647003,65.502525,3018396
9/11/2007,105.75,105.75,102.172997,102.475998,64.1436,2517364
9/12/2007,103.387001,103.589996,101.272003,101.823997,63.735504,1608067
9/13/2007,102.824997,103.230003,101.194,102.690002,64.277565,2728689
9/14/2007,103.949997,103.949997,100.349998,101.306,63.411274,1953769
9/17/2007,101.834999,102.150002,100.630997,101.114998,63.291698,1865698
9/18/2007,101.677002,101.677002,99.675003,99.945,62.559364,5421044
9/19/2007,101.811996,103.477997,100.462997,100.901001,63.157764,6719938
9/20/2007,100.349998,101.25,97.436203,97.807503,61.221432,3525920
9/21/2007,97.199997,99.675003,95.658798,98.707497,61.78476,8936173
9/24/2007,99,100.688004,97.323799,99.7425,62.432594,8506360
9/25/2007,100.349998,100.529999,97.762497,98.077499,61.390423,5021689
